,Unnamed: 0,image_name,image_path,split,city,annotation_json,instance_path,yolo_annotation_path,instance_based_yolo,hash,brightness,saturation,contrast,edge_density
10,10,aachen_000010_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000010_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000010_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000010_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000010_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000010_000019_leftImg8bit.txt,563d94144ed5475a3ca1ce7439df182c,0.2532227684469782,0.22187917185764686,0.12273818148028143,0.02733898162841797
11,11,aachen_000011_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000011_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000011_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000011_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000011_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000011_000019_leftImg8bit.txt,ec192f031a7da3e915e10431e5bb6546,0.26010097054874204,0.2290005983090868,0.1623706509888876,0.023038864135742188
12,12,aachen_000012_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000012_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000012_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000012_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000012_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000012_000019_leftImg8bit.txt,24bfca68d89b04b4b19369b1b073f0f5,0.2645510168636546,0.22139658460430078,0.14882064508329904,0.024309635162353516
13,13,aachen_000013_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000013_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000013_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000013_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000013_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000013_000019_leftImg8bit.txt,7a0e9abd23aabaf3f1cc027f7502f9c9,0.2831662140640559,0.19181097442028563,0.14351171448182623,0.02236175537109375
14,14,aachen_000014_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000014_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000014_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000014_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000014_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000014_000019_leftImg8bit.txt,bcaceaf2e007efca9fef517988b1c4bf,0.2768305385813992,0.19681981778612334,0.16950267006286324,0.02590656280517578
15,15,aachen_000015_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000015_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000015_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000015_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000015_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000015_000019_leftImg8bit.txt,f5ec780b2cae0c4fab9da84fc00f0e48,0.27908028621299596,0.1938599062900916,0.1507345563336641,0.02550506591796875
16,16,aachen_000016_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000016_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000016_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000016_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000016_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000016_000019_leftImg8bit.txt,787d1196f52961e26a5fc8635a7f32bf,0.29314445981792364,0.2041899606293324,0.18343748283303704,0.023120880126953125
17,17,aachen_000017_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000017_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000017_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000017_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000017_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000017_000019_leftImg8bit.txt,a03ed12fa44ee60a69b46df08ee41c90,0.2817525770149978,0.19035770565855736,0.1364569535009219,0.010580062866210938
18,18,aachen_000018_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000018_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000018_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000018_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000018_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000018_000019_leftImg8bit.txt,bb86c5a19aa7093980cb7ef83ef616a8,0.2627462779774385,0.19575989480112105,0.19571402130790658,0.01737070083618164
19,19,aachen_000019_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000019_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000019_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000019_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000019_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000019_000019_leftImg8bit.txt,71eae9b2cb12b696aa489aa0427c8c31,0.27900870080087675,0.19996511047961668,0.168074647530884,0.018432140350341797
20,20,aachen_000020_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000020_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000020_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000020_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000020_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000020_000019_leftImg8bit.txt,cd4757aecfc69fb9de7880d51f4dd2e6,0.2740996342079311,0.17860625210930328,0.1268082030336295,0.012532711029052734
21,21,aachen_000021_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000021_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000021_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000021_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000021_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000021_000019_leftImg8bit.txt,b54170f46e2574ba8ed2d42f9e96e3f7,0.2694615177079743,0.19514578276989514,0.14679246723076558,0.01619100570678711
22,22,aachen_000022_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000022_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000022_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000022_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000022_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000022_000019_leftImg8bit.txt,8c9372631e10194efd0f3bed8c68f778,0.26906974081899593,0.19939027300067977,0.13860000837094658,0.014171600341796875
23,23,aachen_000023_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000023_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000023_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000023_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000023_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000023_000019_leftImg8bit.txt,72a2f6dd2b51fe94781833f06f55acf0,0.27315105550429397,0.20141789679433783,0.1536040848800301,0.015546321868896484
24,24,aachen_000024_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000024_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000024_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000024_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000024_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000024_000019_leftImg8bit.txt,46564d638dc3fd43d1c3bea762a71f95,0.2825298290626676,0.20002886828254252,0.1328067331425731,0.014302253723144531
25,25,aachen_000025_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000025_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000025_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000025_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000025_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000025_000019_leftImg8bit.txt,f96a97ee05d064dd973f3fd70b15b165,0.2757521666732489,0.1990505143707874,0.13736456961096932,0.01159524917602539
26,26,aachen_000026_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000026_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000026_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000026_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000026_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000026_000019_leftImg8bit.txt,a068dfb19e75070c60c6f87f41875546,0.2542644444633932,0.20104770660400392,0.1383494119650838,0.027939319610595703
27,27,aachen_000027_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000027_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000027_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000027_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000027_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000027_000019_leftImg8bit.txt,a474c247b864021bdd0cece9d7f1ea84,0.2823356030034083,0.19530977361342483,0.173709785972666,0.022945880889892578
28,28,aachen_000028_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000028_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000028_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000028_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000028_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000028_000019_leftImg8bit.txt,debe983706c82704d2e1c6113f91c4f8,0.2525500503240846,0.2215799799152449,0.10381782653576649,0.01760387420654297
29,29,aachen_000029_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000029_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000029_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000029_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000029_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000029_000019_leftImg8bit.txt,6dc612894393861f332789b9dd107391,0.2897432196374035,0.21041776619705502,0.2201257663092937,0.02443552017211914
30,30,aachen_000030_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000030_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000030_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000030_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000030_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000030_000019_leftImg8bit.txt,e7e0572c47776b612ecde7e3633edc47,0.26542039198033957,0.20968345006306954,0.117440027543801,0.013403892517089844
31,31,aachen_000031_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000031_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000031_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000031_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000031_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000031_000019_leftImg8bit.txt,409715b9d7a102de654fa2a5c37b89f5,0.25997429081037926,0.22513819114834682,0.17736302418810077,0.014875411987304688
32,32,aachen_000032_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000032_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000032_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000032_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000032_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000032_000019_leftImg8bit.txt,e1b48143e80bae4f4cc4d30f0808f285,0.2787645639157762,0.2050840022517185,0.13243657959246652,0.016402721405029297
33,33,aachen_000033_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000033_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000033_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000033_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000033_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000033_000019_leftImg8bit.txt,1f7bf6db03b6d0ff9728029b951817bd,0.2897164326088101,0.20056056976318362,0.17413815462070387,0.02097940444946289
34,34,aachen_000034_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000034_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000034_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000034_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000034_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000034_000019_leftImg8bit.txt,3ec1483effe37a79b8841ccc532bd481,0.26930803598142156,0.19387490702610363,0.15458299783039917,0.023650646209716797
35,35,aachen_000035_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000035_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000035_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000035_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000035_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000035_000019_leftImg8bit.txt,8886dcdeaa097567d9a552b35378faf6,0.26439337262920304,0.19603927088718795,0.09168479758730615,0.015456199645996094
36,36,aachen_000036_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000036_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000036_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000036_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000036_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000036_000019_leftImg8bit.txt,f53128dcf2d2606469bda0874198d07a,0.27671737857893397,0.19901821099075623,0.1348787770635802,0.022424697875976562
37,37,aachen_000037_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000037_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000037_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000037_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000037_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000037_000019_leftImg8bit.txt,e42a7f7542f6b49b6d0d4aae3b31e146,0.26031444960949457,0.2003193836586147,0.1023264809764142,0.011338233947753906
38,38,aachen_000038_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000038_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000038_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000038_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000038_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000038_000019_leftImg8bit.txt,ca9965570623da021be6c551cefd1a71,0.24181424683215558,0.19771842956542976,0.12138401177570687,0.008932113647460938
39,39,aachen_000039_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000039_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000039_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000039_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000039_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000039_000019_leftImg8bit.txt,08d59758454986d3c840962ec96f6631,0.2661164639042873,0.21310762330597524,0.12517458120238742,0.005340576171875
40,40,aachen_000040_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000040_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000040_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000040_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000040_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000040_000019_leftImg8bit.txt,7e0deaf4c7802f78c9c9387dd07d3632,0.24977400349635706,0.20529401255588905,0.1404535109292027,0.01558065414428711
41,41,aachen_000041_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000041_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000041_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000041_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000041_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000041_000019_leftImg8bit.txt,515c453285cc5c176f23376a99ca236c,0.24219088834874775,0.22452152850581134,0.11851897373193328,0.024594783782958984
42,42,aachen_000042_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000042_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000042_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000042_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000042_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000042_000019_leftImg8bit.txt,60d7075324cde29a9a50e7f224a0e2cf,0.26814278434304645,0.2066856159883386,0.12212849311200931,0.021683216094970703
43,43,aachen_000043_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000043_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000043_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000043_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000043_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000043_000019_leftImg8bit.txt,175a9d5fe56da4ee7d4e0bd751c5f568,0.27661763733508526,0.20020303726196276,0.1372998363679364,0.017665386199951172
44,44,aachen_000044_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000044_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000044_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000044_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000044_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000044_000019_leftImg8bit.txt,e4cf8a4b4f88543dd896212ad7a0ee23,0.26985333199594524,0.22108660866232469,0.15223737194674222,0.016309261322021484
45,45,aachen_000045_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\aachen\aachen_000045_000019_leftImg8bit.png,train,aachen,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000045_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\aachen\aachen_000045_000019_gtFine_instanceIds.png,..\data\yolo_annotations\aachen_000045_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\aachen_000045_000019_leftImg8bit.txt,96028953a6fa0e1144e6e4c8abc87ae9,0.2816632607403925,0.2176973043703566,0.16873135834865588,0.03280353546142578
